"Marca temporal","¿Cúal es su lugar de residencia?","En el caso de que haya marcado anteriormente que su lugar de residencia NO es Alcoi. ¿Podría especificar de dónde es? (país, provincia, municipio...)","¿Con cuántas personas viaja?","¿Con cuántas personas de las que viaja han entrado a las Tourist-Info?","Con el fin de mejorar nuestros servicios de información turística. ¿Me podría indicar si tiene el Wifi de su teléfono móvil abierto para conectarse a redes Wifi disponibles?"
"2021/08/05 12:26:56 p. m. EET","Comunidad Valenciana","Torrevieja ","3","0","Sí"
"2021/08/05 12:27:09 p. m. EET","Internacional","Francia ","2","2","Sí"
"2021/08/05 12:27:24 p. m. EET","España","Huesca","2","1","No"
"2021/08/05 12:54:16 p. m. EET","España","Madrid ","0","0","Sí"
"2021/08/05 1:07:45 p. m. EET","España","Madrid","1","1","No"
"2021/08/05 1:13:44 p. m. EET","España","Madrid","3","3","Sí"
"2021/08/06 10:16:03 a. m. EET","España","Lleida","2","2","Sí"
"2021/08/06 10:36:24 a. m. EET","Comunidad Valenciana","Valencia","0","0","No"
"2021/08/06 10:58:53 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/06 11:01:06 a. m. EET","Comunidad Valenciana","Crevillent","1","1","No"
"2021/08/06 11:11:51 a. m. EET","Comunidad Valenciana","Benidorm","2","2","No"
"2021/08/06 11:15:21 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/06 11:18:57 a. m. EET","Internacional","ALEMANIA ","1","1","Sí"
"2021/08/06 11:28:31 a. m. EET","Comunidad Valenciana","Benidorm","5","5","Sí"
"2021/08/06 11:40:53 a. m. EET","Internacional","Sudamérica ","1","1","No entiendo la pregunta"
"2021/08/06 12:24:03 p. m. EET","Internacional","Belgica","1","1","Sí"
"2021/08/06 1:00:31 p. m. EET","España","Ibiza","1","1","No"
"2021/08/07 10:49:41 a. m. EET","Alcoi","","1","1","Sí"
"2021/08/07 11:10:22 a. m. EET","Comunidad Valenciana","Valencia","0","0","No"
"2021/08/07 11:10:41 a. m. EET","Comunidad Valenciana","Valencia","1","0","Sí"
"2021/08/07 11:48:34 a. m. EET","España","Madrid","1","1","Sí"
"2021/08/07 11:48:47 a. m. EET","España","Madrid","1","1","No"
"2021/08/07 12:01:50 p. m. EET","España","Ciudad Real","4","1","Sí"
"2021/08/07 12:06:59 p. m. EET","Comunidad Valenciana","Marina","1","0","Sí"
"2021/08/07 12:13:33 p. m. EET","Internacional","Alemania","5","2","No"
"2021/08/07 12:43:46 p. m. EET","Alcoi","","0","0","No"
"2021/08/07 12:44:01 p. m. EET","España","Barcelona","2","2","Sí"
"2021/08/07 1:13:46 p. m. EET","España","Girona","1","1","Sí"
"2021/08/07 1:21:05 p. m. EET","España","BILBAO","1","1","No"
"2021/08/07 1:49:09 p. m. EET","Comunidad Valenciana","Denia","1","1","No"
"2021/08/08 11:05:19 a. m. EET","España","Huesca","1","1","No"
"2021/08/08 11:06:25 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/08 11:06:38 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/08 11:08:16 a. m. EET","Comunidad Valenciana","Villena","1","0","Sí"
"2021/08/08 11:08:30 a. m. EET","Internacional","Austria","1","0","Sí"
"2021/08/08 11:18:54 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/08 11:51:31 a. m. EET","España","Bilbao","4","2","Sí"
"2021/08/08 12:10:10 p. m. EET","España","Ciudad Real","1","1","Sí"
"2021/08/08 12:10:26 p. m. EET","Internacional","Bélgica ","1","1","Sí"
"2021/08/08 12:33:48 p. m. EET","España","Móstoles","4","0","Sí"
"2021/08/08 12:34:40 p. m. EET","Comunidad Valenciana","Alicante","2","0","No"
"2021/08/08 12:34:58 p. m. EET","España","Almería ","1","1","Sí"
"2021/08/08 1:03:06 p. m. EET","España","Bqrxelona ","1","1","Sí"
"2021/08/08 1:03:20 p. m. EET","Internacional","Alemania","0","0","Sí"
"2021/08/08 1:03:34 p. m. EET","Comunidad Valenciana","Valencia","0","0","Sí"
"2021/08/08 1:17:19 p. m. EET","Internacional","Francia","4","0","Sí"
"2021/08/08 1:52:00 p. m. EET","España","Madrid","7","1","Sí"
"2021/08/09 10:41:09 a. m. EET","España","Madrid","1","1","Sí"
"2021/08/09 10:53:28 a. m. EET","Internacional","Inglaterra ","2","2","Sí"
"2021/08/09 11:05:12 a. m. EET","Comunidad Valenciana","Oliva","5","2","No"
"2021/08/09 11:21:00 a. m. EET","España","Andalucía ","1","1","Sí"
"2021/08/09 12:18:34 p. m. EET","Internacional","Bélgica ","3","0","No entiendo la pregunta"
"2021/08/09 12:19:18 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/09 12:31:57 p. m. EET","España","Madrid","4","4","No entiendo la pregunta"
"2021/08/09 12:53:05 p. m. EET","España","Madrid ","1","1","Sí"
"2021/08/09 1:04:45 p. m. EET","Comunidad Valenciana","Calpe","1","1","Sí"
"2021/08/09 1:05:28 p. m. EET","Comunidad Valenciana","Alicante","1","1","Sí"
"2021/08/09 1:09:17 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/09 1:09:52 p. m. EET","Internacional","Chicago","0","0","No entiendo la pregunta"
"2021/08/09 1:38:30 p. m. EET","Comunidad Valenciana","Castellon","1","1","Sí"
"2021/08/09 1:38:49 p. m. EET","Internacional","Francia","2","1","No"
"2021/08/09 1:41:40 p. m. EET","Comunidad Valenciana","Alcudia","1","1","Sí"
"2021/08/09 1:43:13 p. m. EET","Internacional","Bélgica ","1","1","No"
"2021/08/09 1:46:16 p. m. EET","Internacional","Ecuador","2","0","No entiendo la pregunta"
"2021/08/09 1:48:28 p. m. EET","Internacional","Ecuador ","2","0","No entiendo la pregunta"
"2021/08/10 10:18:21 a. m. EET","España","Barcelona ","0","0","Sí"
"2021/08/10 10:33:44 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/10 10:34:16 a. m. EET","Comunidad Valenciana","Almussafes","0","0","No"
"2021/08/10 10:51:21 a. m. EET","Internacional","Suiza","3","3","Sí"
"2021/08/10 11:05:37 a. m. EET","Comunidad Valenciana","Valencia","2","2","Sí"
"2021/08/10 11:23:39 a. m. EET","España","Santiago","1","1","No"
"2021/08/10 11:40:21 a. m. EET","España","Barcelona","1","1","Sí"
"2021/08/10 11:56:38 a. m. EET","Internacional","Francia","3","3","Sí"
"2021/08/10 12:20:39 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/08/10 12:26:30 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/08/10 12:38:42 p. m. EET","Comunidad Valenciana","Elx","1","1","Sí"
"2021/08/10 12:38:57 p. m. EET","Alcoi","","0","0","Sí"
"2021/08/10 12:40:06 p. m. EET","Alcoi","","0","0","Sí"
"2021/08/10 12:40:56 p. m. EET","Alcoi","","0","0","Sí"
"2021/08/10 12:56:10 p. m. EET","Comunidad Valenciana","Benidorm","1","1","No entiendo la pregunta"
"2021/08/10 12:58:42 p. m. EET","España","Mallorca","3","3","No"
"2021/08/10 12:59:43 p. m. EET","España","Barcelona ","1","1","Sí"
"2021/08/10 1:27:02 p. m. EET","España","Yecla","2","1","Sí"
"2021/08/10 1:31:02 p. m. EET","España","Malaga","1","1","Sí"
"2021/08/10 1:31:17 p. m. EET","España","Madrid ","3","3","Sí"
"2021/08/10 1:47:54 p. m. EET","Alcoi","","2","2","Sí"
"2021/08/10 2:02:12 p. m. EET","España","Alicante","3","3","No"
"2021/08/11 10:26:19 a. m. EET","Comunidad Valenciana","Santa Pola ","1","1","Sí"
"2021/08/11 10:35:17 a. m. EET","España","Cataluña","3","3","Sí"
"2021/08/11 10:53:15 a. m. EET","España","Barcelona ","2","2","No"
"2021/08/11 11:33:09 a. m. EET","Alcoi","","1","1","Sí"
"2021/08/11 11:34:49 a. m. EET","España","Vizcaya ","1","1","Sí"
"2021/08/11 12:25:22 p. m. EET","España","Asturias","0","0","No"
"2021/08/11 12:41:22 p. m. EET","Internacional","Inglaterra ","3","3","No entiendo la pregunta"
"2021/08/11 12:42:16 p. m. EET","España","Toledo ","2","2","Sí"
"2021/08/11 12:42:26 p. m. EET","Alcoi","","0","0","No"
"2021/08/11 12:58:31 p. m. EET","España","Barcelona ","1","1","Sí"
"2021/08/11 1:18:07 p. m. EET","Alcoi","","1","0","Sí"
"2021/08/11 1:51:06 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/11 1:59:33 p. m. EET","Comunidad Valenciana","Sagunto","3","3","Sí"
"2021/08/11 2:06:43 p. m. EET","Comunidad Valenciana","Valencia","3","3","Sí"
"2021/08/11 2:07:13 p. m. EET","España","Madrid ","4","4","Sí"
"2021/08/12 10:26:14 a. m. EET","Internacional","Holanda","1","1","Sí"
"2021/08/12 11:03:05 a. m. EET","España","Cataluña","1","1","Sí"
"2021/08/12 11:16:03 a. m. EET","España","Catalunya","3","3","Sí"
"2021/08/12 11:37:05 a. m. EET","Alcoi","","0","0","No"
"2021/08/12 11:45:52 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/12 11:57:23 a. m. EET","España","Cataluña","1","1","Sí"
"2021/08/12 11:58:39 a. m. EET","Comunidad Valenciana","Oliva","1","1","Sí"
"2021/08/12 1:12:09 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/08/12 1:13:20 p. m. EET","Comunidad Valenciana","Valencia ","2","2","Sí"
"2021/08/12 1:45:52 p. m. EET","Comunidad Valenciana","Altea","0","0","No"
"2021/08/12 2:06:39 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/13 10:40:25 a. m. EET","Comunidad Valenciana","Valencia","2","2","Sí"
"2021/08/13 11:23:55 a. m. EET","Internacional","Belgica","1","1","Sí"
"2021/08/13 11:24:15 a. m. EET","Alcoi","","0","0","No"
"2021/08/13 12:00:54 p. m. EET","Comunidad Valenciana","Sagunto ","3","3","Sí"
"2021/08/13 12:46:54 p. m. EET","Comunidad Valenciana","Valencia ","1","0","No"
"2021/08/13 12:47:46 p. m. EET","Comunidad Valenciana","Alicante ","0","0","Sí"
"2021/08/14 11:24:38 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/14 11:24:54 a. m. EET","Comunidad Valenciana","Valencia ","2","1","Sí"
"2021/08/14 11:25:40 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/14 12:01:02 p. m. EET","Comunidad Valenciana","Valencia ","2","2","Sí"
"2021/08/14 12:28:10 p. m. EET","Comunidad Valenciana","Valencia ","1","1","No"
"2021/08/14 12:28:28 p. m. EET","Internacional","Bélgica ","2","2","No"
"2021/08/14 1:55:47 p. m. EET","España","Cataluña ","1","1","Sí"
"2021/08/15 12:45:54 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/15 12:46:07 p. m. EET","Internacional","Francia ","0","0","No entiendo la pregunta"
"2021/08/15 1:13:42 p. m. EET","Comunidad Valenciana","Valencia ","2","2","Sí"
"2021/08/15 1:36:56 p. m. EET","Comunidad Valenciana"," Valencia ","2","2","No"
"2021/08/15 1:37:09 p. m. EET","Comunidad Valenciana","Alicante ","1","1","No"
"2021/08/15 1:37:26 p. m. EET","Comunidad Valenciana","Alicante ","1","1","Sí"
"2021/08/16 10:18:46 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/16 10:26:43 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/16 10:33:50 a. m. EET","Comunidad Valenciana","Vilajoyosa ","3","2","No"
"2021/08/16 11:51:58 a. m. EET","Alcoi","","2","2","No"
"2021/08/16 12:34:50 p. m. EET","España","Cataluña","1","1","Sí"
"2021/08/16 12:35:09 p. m. EET","Comunidad Valenciana","Valencia ","5","5","No"
"2021/08/16 12:50:03 p. m. EET","España","Toledo","1","1","Sí"
"2021/08/16 1:26:36 p. m. EET","Comunidad Valenciana","Castellon","3","3","Sí"
"2021/08/16 1:40:56 p. m. EET","España","Galicia ","0","0","No"
"2021/08/17 10:11:47 a. m. EET","España","Cataluña","1","1","Sí"
"2021/08/17 10:12:48 a. m. EET","Comunidad Valenciana","Villena","1","1","Sí"
"2021/08/17 10:13:02 a. m. EET","España","Barcelona","3","1","Sí"
"2021/08/17 10:36:20 a. m. EET","Comunidad Valenciana","Vilajoisa","2","2","Sí"
"2021/08/17 10:38:23 a. m. EET","España","Barcelona ","3","3","Sí"
"2021/08/17 11:26:39 a. m. EET","España","Puertollano","3","3","No"
"2021/08/17 11:40:18 a. m. EET","Comunidad Valenciana","Caste","1","1","Sí"
"2021/08/17 12:05:48 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/17 12:07:30 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/08/17 12:08:32 p. m. EET","Comunidad Valenciana","Benidorm ","1","1","No entiendo la pregunta"
"2021/08/17 12:09:35 p. m. EET","Internacional","Argentina","4","4","Sí"
"2021/08/17 12:22:29 p. m. EET","Comunidad Valenciana","Valencia ","3","3","Sí"
"2021/08/17 12:24:19 p. m. EET","Internacional","Bélgica ","0","0","Sí"
"2021/08/17 12:24:40 p. m. EET","Internacional","Francia","3","3","Sí"
"2021/08/17 12:50:52 p. m. EET","Comunidad Valenciana","Valencia ","3","3","Sí"
"2021/08/17 1:00:34 p. m. EET","Comunidad Valenciana","Valencia ","2","2","Sí"
"2021/08/17 1:06:23 p. m. EET","Comunidad Valenciana","Valencia ","2","0","Sí"
"2021/08/17 1:33:21 p. m. EET","España","Madrid ","1","1","No"
"2021/08/17 1:33:34 p. m. EET","Comunidad Valenciana","Valencia ","0","0","No entiendo la pregunta"
"2021/08/17 1:47:41 p. m. EET","España","Pamplona","1","1","Sí"
"2021/08/17 1:51:45 p. m. EET","España","Madrid","2","2","Sí"
"2021/08/18 10:22:26 a. m. EET","España","Barcelona","0","0","Sí"
"2021/08/18 10:42:52 a. m. EET","Comunidad Valenciana","Alicante","2","2","Sí"
"2021/08/18 11:49:49 a. m. EET","Comunidad Valenciana","Valencia","7","3","Sí"
"2021/08/18 11:50:43 a. m. EET","España","Malaga","1","1","Sí"
"2021/08/18 11:51:03 a. m. EET","España","Murcia","1","1","Sí"
"2021/08/18 12:14:40 p. m. EET","España","Murcia","3","3","Sí"
"2021/08/18 12:17:45 p. m. EET","Alcoi","","0","0","Sí"
"2021/08/18 12:24:31 p. m. EET","España","Barcelona","3","3","No"
"2021/08/18 12:25:05 p. m. EET","Internacional","Alemania","1","1","Sí"
"2021/08/18 12:32:44 p. m. EET","España","Barcelona","3","1","Sí"
"2021/08/18 12:45:40 p. m. EET","España","Burgos ","0","0","No"
"2021/08/18 12:46:00 p. m. EET","España","Burgos ","0","0","No"
"2021/08/18 1:06:40 p. m. EET","Internacional","Holanda","2","2","Sí"
"2021/08/18 1:09:50 p. m. EET","España","San Javier","1","0","Sí"
"2021/08/18 1:22:24 p. m. EET","Alcoi","","0","0","No"
"2021/08/18 1:32:18 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/08/18 1:32:52 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/08/18 1:34:04 p. m. EET","Comunidad Valenciana","Follos","1","1","Sí"
"2021/08/18 1:51:06 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/19 10:36:50 a. m. EET","España","Sevilla","1","1","Sí"
"2021/08/19 10:45:33 a. m. EET","España","Cataluña","1","1","Sí"
"2021/08/19 10:46:12 a. m. EET","Comunidad Valenciana","Benidorm","1","1","No"
"2021/08/19 10:51:07 a. m. EET","España","Barcelona","1","1","Sí"
"2021/08/19 10:58:38 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/19 11:03:52 a. m. EET","Alcoi","","1","1","Sí"
"2021/08/19 11:04:23 a. m. EET","España","Barcelona","0","0","No entiendo la pregunta"
"2021/08/19 11:18:58 a. m. EET","España","Barcelona","1","1","No"
"2021/08/19 12:18:57 p. m. EET","España","Madrid ","3","1","Sí"
"2021/08/19 12:23:12 p. m. EET","Comunidad Valenciana","Altea","1","1","Sí"
"2021/08/19 12:24:47 p. m. EET","España","Madrid ","3","3","Sí"
"2021/08/19 12:50:23 p. m. EET","Alcoi","","0","0","Sí"
"2021/08/19 12:50:40 p. m. EET","Alcoi","","3","3","Sí"
"2021/08/19 1:17:39 p. m. EET","España","Murcia","1","1","Sí"
"2021/08/19 1:32:53 p. m. EET","Alcoi","","1","1","Sí"
"2021/08/20 10:02:27 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/20 10:17:03 a. m. EET","España","Granada","1","1","No"
"2021/08/20 10:26:39 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/20 10:37:57 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/20 10:47:41 a. m. EET","Comunidad Valenciana","Quatretonda","1","1","Sí"
"2021/08/20 10:57:12 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/20 11:18:15 a. m. EET","Comunidad Valenciana","Calpe","3","3","No"
"2021/08/20 11:24:57 a. m. EET","Internacional","Reino Unido ","0","0","Sí"
"2021/08/20 11:25:29 a. m. EET","Alcoi","","1","1","No"
"2021/08/20 11:44:59 a. m. EET","Internacional","Belgica","3","3","Sí"
"2021/08/20 11:55:10 a. m. EET","Internacional","Ecuador","5","5","No"
"2021/08/20 11:56:42 a. m. EET","España","Malaga","1","1","Sí"
"2021/08/20 12:27:40 p. m. EET","Comunidad Valenciana","Valencia ","3","3","No"
"2021/08/20 12:28:56 p. m. EET","Comunidad Valenciana","Petrer","1","1","Sí"
"2021/08/20 12:46:25 p. m. EET","Internacional","Holanda","1","1","Sí"
"2021/08/20 1:20:53 p. m. EET","Comunidad Valenciana","Gandia","2","2","Sí"
"2021/08/20 1:49:32 p. m. EET","Internacional","Colombia","2","2","Sí"
"2021/08/20 1:55:18 p. m. EET","Comunidad Valenciana","Alicante","0","0","No"
"2021/08/20 2:21:58 p. m. EET","Internacional","Paris","3","3","Sí"
"2021/08/21 10:49:39 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/21 10:49:56 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/21 10:51:07 a. m. EET","España","Madrid","2","2","Sí"
"2021/08/21 11:20:36 a. m. EET","España","Madrid","5","5","No"
"2021/08/21 11:48:49 a. m. EET","Comunidad Valenciana","Valencia ","2","2","Sí"
"2021/08/21 11:49:01 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/08/21 12:00:28 p. m. EET","Internacional","Colombia ","0","0","Sí"
"2021/08/21 12:08:41 p. m. EET","España","Madrid","2","2","Sí"
"2021/08/21 12:19:23 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/21 12:33:42 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/21 12:53:04 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/21 12:53:17 p. m. EET","Internacional","Bélgica ","1","1","No"
"2021/08/21 1:17:01 p. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/21 1:53:32 p. m. EET","Internacional","Francia","1","1","No"
"2021/08/22 10:28:33 a. m. EET","España","Galicia","1","1","Sí"
"2021/08/22 10:41:33 a. m. EET","España","Teruel ","2","2","No"
"2021/08/22 11:06:37 a. m. EET","Comunidad Valenciana","Castellón ","2","2","Sí"
"2021/08/22 11:09:46 a. m. EET","Alcoi","","1","1","No"
"2021/08/22 11:27:52 a. m. EET","Comunidad Valenciana","Cullera","2","2","Sí"
"2021/08/22 11:41:07 a. m. EET","España","Madrid","3","3","Sí"
"2021/08/22 1:26:34 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/08/22 1:26:50 p. m. EET","Comunidad Valenciana","Alicante","1","1","No"
"2021/08/22 1:28:35 p. m. EET","España","Zaragoza","1","1","No"
"2021/08/22 1:29:09 p. m. EET","Comunidad Valenciana","Chueca","0","0","Sí"
"2021/08/22 1:48:42 p. m. EET","España","Madrid","1","1","Sí"
"2021/08/22 1:49:15 p. m. EET","Comunidad Valenciana","Castellon","2","2","No"
"2021/08/22 1:49:53 p. m. EET","España","Lleida","2","2","Sí"
"2021/08/22 1:50:26 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/08/22 1:51:07 p. m. EET","Comunidad Valenciana","Elche","1","1","No"
"2021/08/23 10:18:11 a. m. EET","España","Madrid","3","1","Sí"
"2021/08/23 10:37:24 a. m. EET","España","Madrid","1","0","No"
"2021/08/23 10:51:17 a. m. EET","Internacional","Toronto","1","0","Sí"
"2021/08/23 10:52:16 a. m. EET","Internacional","Argel","0","0","Sí"
"2021/08/23 11:05:34 a. m. EET","Comunidad Valenciana","Valencia ","2","0","Sí"
"2021/08/23 11:39:27 a. m. EET","España","Madrid ","0","0","No"
"2021/08/23 11:40:00 a. m. EET","Alcoi","","0","0","Sí"
"2021/08/23 11:40:33 a. m. EET","Internacional","London","1","1","Sí"
"2021/08/23 12:16:03 p. m. EET","Comunidad Valenciana","Silla","2","2","Sí"
"2021/08/23 12:19:31 p. m. EET","Comunidad Valenciana","Pego","1","1","No"
"2021/08/23 1:07:01 p. m. EET","Comunidad Valenciana","Castell de castells","1","1","Sí"
"2021/08/23 1:52:58 p. m. EET","España","Barcelona","2","1","Sí"
"2021/08/24 10:26:46 a. m. EET","Comunidad Valenciana","Calpe","1","1","Sí"
"2021/08/24 10:27:05 a. m. EET","España","Barcelona","1","1","Sí"
"2021/08/24 10:37:44 a. m. EET","Comunidad Valenciana","Carcer","2","2","Sí"
"2021/08/24 10:50:30 a. m. EET","Comunidad Valenciana","Alicante","0","0","Sí"
"2021/08/24 11:02:53 a. m. EET","Comunidad Valenciana","Valencia","1","0","Sí"
"2021/08/24 11:35:39 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/08/24 11:37:52 a. m. EET","Comunidad Valenciana","Parcent","3","3","Sí"
"2021/08/24 11:51:56 a. m. EET","Alcoi","","0","0","No"
"2021/08/24 12:08:24 p. m. EET","España","Madrid","3","0","Sí"
"2021/08/24 12:49:27 p. m. EET","Comunidad Valenciana","Valencia","3","3","Sí"
"2021/08/24 12:50:15 p. m. EET","Comunidad Valenciana","Vall Gallinera","1","1","Sí"
"2021/08/24 12:51:22 p. m. EET","España","Guadalajara","1","1","Sí"
"2021/08/24 12:52:39 p. m. EET","Comunidad Valenciana","Valencia","2","2","Sí"
"2021/08/24 12:53:13 p. m. EET","Internacional","Paris","2","2","Sí"
"2021/08/25 10:32:53 a. m. EET","España","Madrid","2","2","No"
"2021/08/25 10:34:43 a. m. EET","Comunidad Valenciana","Alicante","0","0","Sí"
"2021/08/25 10:51:21 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/08/25 11:40:03 a. m. EET","Comunidad Valenciana","Alicante","1","1","Sí"
"2021/08/25 11:56:06 a. m. EET","España","Cataluña","1","1","No"
"2021/08/25 11:59:50 a. m. EET","España","Madrid","2","0","No"
